// HASH_VALUE 4E6651617D57DB99
// INDEX 0
abandon_mission	[&TSK&你放弃了一个任务。]
// INDEX 5126
onclick_newb_tryker_guard_3	[不知道你以前见过 Karavan 没有？他们很古怪，但据说有时乐于助人。]

// HASH_VALUE E8814CE44B06AC74
// INDEX 5127
onclick_newb_tryker_guard_4	[见到 kitin 务必当心——我们再怎么驱赶，总还有那么几只在这附近晃荡。]

// HASH_VALUE 7A400A4388EC36ED
// INDEX 5128
onclick_newb_tryker_guard_5	[你的训练进展如何？]

// HASH_VALUE 041EF054954CB7C3
// INDEX 5129
onclick_newb_tryker_instructor_3	[你的训练进行得怎样？]

// HASH_VALUE 704CE5BF8E253FAE
// INDEX 5130
onclick_newb_tryker_instructor_4	[你真的该升级你的装备了。]

// HASH_VALUE CA07D72FE85BCF5F
// INDEX 5131
onclick_newb_tryker_instructor_5	[学习新的动作让自己更强。]

// HASH_VALUE 753F3203502916C7
// INDEX 5132
onclick_newb_tryker_merchant	[我有些东西你可能会感兴趣！]

// HASH_VALUE F4FA24CCBA823E1B
// INDEX 5133
onclick_newb_tryker_onclick_newb_tryker_kguard	[在 $region$ 处决 $target.member$，为 $f.mda$ $f.member$。]

// HASH_VALUE B772DCF0E14320FB
// INDEX 5134
onclick_newb_tryker_onclick_newb_tryker_kteleport	[homin，我可以把你传送到自由湖。]

// HASH_VALUE 14CDCED09F243280
// INDEX 5135
onclick_newb_zorai_guard	[外面当心——丛林里危机四伏！]

// HASH_VALUE 14CDCED09F243280
// INDEX 5136
onclick_newb_zorai_guard_1	[外面当心——丛林里危机四伏！]

// HASH_VALUE 33898C70631067D6
// INDEX 5137
onclick_newb_zorai_guard_2	[听说 Kami 卫士就在附近。记住：据说这颗星球上再没有比他们更强的存在。]

// HASH_VALUE E0DAFE5EABDE0EC2
// INDEX 5138
onclick_newb_zorai_guard_3	[不知道你见过 Kami 没有？他们是 Atys 真正的精魂。尊重他们，他们就会帮助你。]

// HASH_VALUE EBB8B139A1015103
// INDEX 5139
onclick_newb_zorai_guard_4	[见到 kitin 要当心——就算我们尽力遏制，总还有几只在附近出没。]

// HASH_VALUE 7A400A4388EC36ED
// INDEX 5140
onclick_newb_zorai_guard_5	[你的训练进展如何？]

// HASH_VALUE 041EF054954CB7C3
// INDEX 5141
onclick_newb_zorai_instructor_3	[你的训练进行得怎样？]

// HASH_VALUE 704CE5BF8E253FAE
// INDEX 5142
onclick_newb_zorai_instructor_4	[你真的该升级你的装备了。]

// HASH_VALUE CA07D72FE85BCF5F
// INDEX 5143
onclick_newb_zorai_instructor_5	[学习新的动作让自己更强。]

// HASH_VALUE 5C1D29FB40A4BB44
// INDEX 5144
onclick_newb_zorai_kamiteleport	[Karavan 需要 kitin 残骸供研究。]

// HASH_VALUE 389A0EBED4F06448
// INDEX 5145
onclick_newb_zorai_kamiteleport_back	[你想回岛上去？Kami 能帮忙。]

// HASH_VALUE 753F3203502916C7
// INDEX 5146
onclick_newb_zorai_merchant	[我有些东西你可能会感兴趣！]

// HASH_VALUE 49BCDE2C2D05398C
// INDEX 5147
onclick_newb_zorai_onclick_newb_zorai_kami	[我会一直在这里，帮你精进战斗技艺。]

// HASH_VALUE 3BE24EFA0E2FFCBA
// INDEX 5148
onclick_newb_zorai_onclick_newb_zorai_kguard	[你要找传送舱的话，跟我来。]

// HASH_VALUE 0FEE3D73D98A79BA
// INDEX 5149
onclick_newb_zorai_onclick_newb_zorai_kteleport	[先腾出背包空间，再打开箱子。]

// HASH_VALUE 7F983FDF64D37D9C
// INDEX 5150
onclick_onroad_newb_fyros_kami	[放松点，homin，我们马上就到！]

// HASH_VALUE CE9ECB75E6813E79
// INDEX 5151
onclick_onroad_newb_kami	[耐心点，我们很快就会到的。]

// HASH_VALUE 156DAFE423CADD70
// INDEX 5152
onclick_onroad_newb_kgurd	[我们这就去见传送大师……]

// HASH_VALUE 0949AFAABBC9C465
// INDEX 5153
onclic_adtest_newb_kguard	[你应该去和 Karavan 传送大师谈谈。]

// HASH_VALUE 156DAFE423CADD70
// INDEX 5154
onclic_onroad_newb_kguard	[我们这就去见传送大师……]

// HASH_VALUE 1BB41B74BF943139
// INDEX 5155
one_faber_plan_allowed_per_sentence	[&CHK&制造句式中只允许一个制造计划（强制颂章）！制造动作已中止！]

// HASH_VALUE D68AC04E6422AA52
// INDEX 5156
onfollow_newb_fyros_onclick_newb_fyros_kami	[走吧。准备好迎接一场奇妙的相逢。]

// HASH_VALUE 287E3AAFDF485C8A
// INDEX 5157
onfollow_newb_fyros_onclick_newb_fyros_kguard	[出发！]

// HASH_VALUE 287E3AAFDF485C8A
// INDEX 5158
onfollow_newb_matis_onclick_newb_matis_kguard	[出发！]

// HASH_VALUE 287E3AAFDF485C8A
// INDEX 5159
onfollow_newb_tryker_onclick_newb_tryker_kguard	[出发！]

// HASH_VALUE C2A7A7B37A77869A
// INDEX 5160
onfollow_newb_zorai_onclick_newb_zorai_kami	[来吧，振作精神，迎接一场奇妙的相逢。]

// HASH_VALUE 287E3AAFDF485C8A
// INDEX 5161
onfollow_newb_zorai_onclick_newb_zorai_kguard	[出发！]

// HASH_VALUE 096A6D6F970B3179
// INDEX 5162
only_one_root_faber	[&CHK&制造句式中只允许一枚根颂章，制造动作已中止！]

// HASH_VALUE 6C8C5A52119449BB
// INDEX 5163
phrase_buy	[&ITM&你刚花 $cost$ 点技能点习得"$s$"。]

// HASH_VALUE A50369BEF067C705
// INDEX 5164
phrase_buy_1	[&SYS&$a$ 将 $b$ 降级——你行会 $str$ 的成员。]

// HASH_VALUE 05B135B213D5FE3B
// INDEX 5165
phrase_buy_combat	[&ITM&你花 $cost$ 点技能点习得"$s$"战斗动作。]

// HASH_VALUE FF87BE73AEC10C9A
// INDEX 5166
phrase_buy_combat_1	[&ITM&你花 1 点技能点习得"$s$"战斗动作。]

// HASH_VALUE BE9135B213D5E899
// INDEX 5167
phrase_buy_faber	[&ITM&你花 $cost$ 点技能点习得"$s$"制造图纸。]

// HASH_VALUE FF87BE2D45B0039A
// INDEX 5168
phrase_buy_faber_1	[&ITM&你花 1 点技能点习得"$s$"制造图纸。]

// HASH_VALUE ECCE35B29F43AB51
// INDEX 5169
phrase_buy_magic	[&ITM&你花 $cost$ 点技能点习得"$s$"法术。]

// HASH_VALUE 006A5A9F3C83196C
// INDEX 5170
phrase_buy_magic_1	[&ITM&你花 1 点技能点习得"$s$"法术。]

// HASH_VALUE 4018E01A0F0AAB3C
// INDEX 5171
phrase_characteristic_buy	[&ITM&你花 $cost$ 点技能点把 $c$ 提升到 $value$。]

// HASH_VALUE CFA07F344A4C566F
// INDEX 5172
phrase_missing_credit	[&DG&$e.da$ $e$ 击中你的 $b$，但未造成伤害。]

// HASH_VALUE DFE8790144148DCA
// INDEX 5173
phrase_not_enough_focus	[&CHKCB&此法术只能对敌人施放。]

// HASH_VALUE 4B0D9AADA757AC0A
// INDEX 5174
phrase_use_predef	[&SPLM&你使用了 $s$。]

// HASH_VALUE 174B860DCCB6E9B3
// INDEX 5175
plan_faber_not_second	[&CHK&制造图纸颂章必须位于句式第二位！请携带所用原文上报此 bug。谢谢！]

// HASH_VALUE EEE610AA5FEA01AA
// INDEX 5176
power_aura_activate	[&SPLM&你激活了你的"$p$"之力。]

// HASH_VALUE B95BB267951C0213
// INDEX 5177
power_aura_activate_spectators	[&SYS&$e.da$ $e$ 激活"$p$"之力。]

// HASH_VALUE BFAC84C39D1F66C1
// INDEX 5178
power_balance_actor	[&SPLM&你使用"$p$"之力——受影响的队伍成员的 $s.points$ 上限现为其 $newVal$%。]

// HASH_VALUE 8B80F0F8E1C776A6
// INDEX 5179
power_balance_no_team	[&CHKCB&代价不足，无法确认该动作。]

// HASH_VALUE 5EB6E5ABCA3F2ADC
// INDEX 5180
power_balance_others	[&SYS&$e.da$ $e$ 使用"$p$"之力——你的 $s.points$ 现为其 $newVal$%。]

// HASH_VALUE 54092447B213F02A
// INDEX 5181
power_still_disabled_ms	[&CHKCB&你的"$p$"之力仍在冷却：还需 $m$ 分 $s$ 秒。]

// HASH_VALUE BCADA4235FF7922A
// INDEX 5182
power_still_disabled_m	[&CHKCB&你的"$p$"之力仍在冷却：还需 $m$ 分钟。]

// HASH_VALUE BCADBC23A633F944
// INDEX 5183
power_still_disabled_s	[&CHKCB&你的"$p$"之力仍在冷却：还需 $s$ 秒。]

// HASH_VALUE AD7A2DB2EF793A22
// INDEX 5184
power_effect_ends	[&SPLM&"$p$"之力的效果结束了。]

// HASH_VALUE FE1D8AF0E9FC38D4
// INDEX 5185
power_taunt	[&SPLM&你挑衅了 $e.da$ $e$。]

// HASH_VALUE 383049D2FF9EB8FC
// INDEX 5186
power_taunt_failed	[&MISM&你没能挑衅 $e.da$ $e$。]

// HASH_VALUE BAAD406B277E9083
// INDEX 5187
power_taunt_level_too_high	[&CHKCB&$e.da$ $e$ 太强了，不会被你的动作震慑。]

// HASH_VALUE 41324DE572E16A69
// INDEX 5188
power_taunt_target_not_attackable	[&CHKCB&你只能挑衅可攻击的生物或 NPC。]

// HASH_VALUE C0FCA4AD62124498
// INDEX 5189
power_taunt_target_too_far	[&CHKCB&$e.da$ $e$ 太远，无法被你挑衅。]

// HASH_VALUE B8B9D97511ECE92F
// INDEX 5190
power_use	[&SPLM&你使用了"$p$"之力。]

// HASH_VALUE AFA4028C272307F0
// INDEX 5191
power_use_on_target	[&SPLM&你对 $e.da$ $e$ 使用你的"$p$"之力。]

// HASH_VALUE 7033EAEE69646A94
// INDEX 5192
power_use_on_target_failed	[&MISM&你的"$p$"之力对 $e.da$ $e$ 毫无效果。]

// HASH_VALUE BEAE8F139C167D3D
// INDEX 5193
power_use_on_target_spectators	[&SYS&$user.da$ $user$ 对 $target.da$ $target$ 使用"$p$"之力。]

// HASH_VALUE 92EFB75C9D85301B
// INDEX 5194
power_use_on_target_target	[&SYS&$user.da$ $user$ 对你使用"$p$"之力。]

// HASH_VALUE ED2E1D8EA40F4BC1
// INDEX 5195
power_use_spectators	[&SYS&$e.da$ $e$ 使用了"$p$"之力。]

// HASH_VALUE 624DCC0C27EFCDA8
// INDEX 5196
progress_death_penalty_complete	[&XP&你不再有死亡经验惩罚！]

// HASH_VALUE 3E144332BACB671A
// INDEX 5197
progress_death_penalty_payback	[&XP&扣除 $j$ 点后，你的死亡惩罚现为 $k$ 点。若无死亡惩罚，你本可在'$s$'上获得 $i$ 点经验。]

// HASH_VALUE DDAF4A4FE4051A44
// INDEX 5198
progress_free_trial_limit	[&XP&你在'$s$'上没有获得经验，因为你已达到 FREETRIAL 的上限。想在这项技能上继续进步，你需要订阅。]

// HASH_VALUE F79EB0F33783464F
// INDEX 5199
progress_hp	[&XP&你的生命之力提升了。]

// HASH_VALUE 7005662BF55C3148
// INDEX 5200
progress_mission_gain	[&TSK&此任务的成功为你在'$s$'技能上积累了经验。]

// HASH_VALUE 97DBC25A77DC545D
// INDEX 5201
progress_normal_gain_p	[&XP&你在'$s$'上获得 $i$ 点经验。]

// HASH_VALUE 6BAE55DF323B1742
// INDEX 5202
progress_normal_gain_1	[&XP&你在'$s$'上获得 1 点经验。]

// HASH_VALUE 97DF933AFA2896F3
// INDEX 5203
progress_normal_gain_0	[&XP&你在'$s$'上没有获得经验。]

// HASH_VALUE CBED2D31F1A8A319
// INDEX 5204
progress_no_gain	[&CHK&你的 $item$ 须在 $s$ 秒后才能使用。]

// HASH_VALUE 0C599B98E572FF70
// INDEX 5205
progress_sap	[&XP&你的树液增加了。]

// HASH_VALUE A26FC211A3B8288C
// INDEX 5206
progress_skill	[&XP&你的'$s$'技能提升到 $i$ 点。]

// HASH_VALUE B94C3EE03F58A2B8
// INDEX 5207
progress_sta	[&XP&你的耐力提升了。]

// HASH_VALUE 82FCAA114345C5BA
// INDEX 5208
progress_unlock_skill	[&XP&干得好！你习得'$s$'的新高级技能，起始点数 $i$。]

// HASH_VALUE B8D404912E5E732F
// INDEX 5209
pyr_city_welcomer_1_p_bc_answer_ha_1	[作为重型护甲商人，我们有 $merchant_ha$、$merchant_ham$ 和 $merchant_hah$——我指给你。]

// HASH_VALUE 2B950BAB4921B601
// INDEX 5210
pyr_city_welcomer_1_p_bc_answer_hm_1	[作为重型双手武器商人，我们有 $merchant_lm_2$、$merchant_lmm_2$ 和 $merchant_lmh_2$——我指给你。]

// HASH_VALUE A53529A271787D49
// INDEX 5211
pyr_city_welcomer_1_p_bc_answer_jw_1	[作为首饰商人，我们有 $merchant_jw$、$merchant_jwm$ 和 $merchant_jwh$——我指给你们。]

// HASH_VALUE B86E8DB72F9E832F
// INDEX 5212
pyr_city_welcomer_1_p_bc_answer_la_1	[作为轻型护甲商人，我们有 $merchant_la$、$merchant_lam$ 和 $merchant_lah$——我指给你们。]

// HASH_VALUE 2E85049D325E6303
// INDEX 5213
pyr_city_welcomer_1_p_bc_answer_lm_1	[作为单手武器商人，我们有 $merchant_lm$、$merchant_lmm$ 和 $merchant_lmh$——我指给你。]

// HASH_VALUE B86104916FAE872F
// INDEX 5214
pyr_city_welcomer_1_p_bc_answer_ma_1	[作为中型护甲商人，我们有 $merchant_ma$、$merchant_mam$ 和 $merchant_mah$——我指给你。]

// HASH_VALUE 62A4E86878C73C14
// INDEX 5215
pyr_city_welcomer_1_p_bc_answer_mk_1	[作为坐骑商人，我们有 $merchant_mk_1$、$merchant_mk_2$ 和 $merchant_mk_3$——我记在你的地图上。]

// HASH_VALUE 8871EEFF9854B17C
// INDEX 5216
pyr_city_welcomer_1_p_bc_answer_rw_1	[作为原材料商人，我们有 $merchant_rw_1$、$merchant_rw_2$ 和 $merchant_rwh$——我指给你。]

// HASH_VALUE 879575324B1F9D5C
// INDEX 5217
pyr_city_welcomer_1_p_t2_welcomer	[我在找城里的其他人。]

// HASH_VALUE 8AE23CD522D2093E
// INDEX 5218
pyr_city_welcomer_2_pyr_city_welcomer_2_p_auto_guide1	[我在找皮尔的一位官员。]

// HASH_VALUE FE2D6EC6DA05E2CA
// INDEX 5219
pyr_city_welcomer_2_pyr_city_welcomer_2_p_auto_guide2	[我再去皮尔找别的官员。]

// HASH_VALUE 7203ED58D6EFF68C
// INDEX 5220
rangestate1	[远程武器好货，快来看看！]

// HASH_VALUE B5C175B52870A423
// INDEX 5221
rangestate2	[不想买剑？来看看我们的货！]

// HASH_VALUE 25CBD954E740045E
// INDEX 5222
rangestate3	[枪和弹药、弓和箭——尽管来看！]

// HASH_VALUE FE35F2019C08C4C2
// INDEX 5223
rangestate4	[纳塔最好的枪，快来看看！]

// HASH_VALUE F585303B03854D3B
// INDEX 5224
rangestate5	[新式弓手枪和弓机枪！]

// HASH_VALUE A340B76E864CC94D
// INDEX 5225
rangestate6	[市面上最好的发射器，快来抢购！]

// HASH_VALUE A50A1AA24493385E
// INDEX 5226
rangestate7	[远程武器种类繁多——尽管来看。]

// HASH_VALUE 73B5BA69B9B2B9EA
// INDEX 5227
relevestate1	[荣耀与苦难！]

// HASH_VALUE D8AEB6B2ABC70BF0
// INDEX 5228
relevestate2	[为了 Matis！]

// HASH_VALUE FCF004F8FCF004F8
// INDEX 5229
relevestate3	[开工吧！]

// HASH_VALUE A6FEC2A867A77CAF
// INDEX 5230
relevestate4	[走起！]

// HASH_VALUE 0F2069135ADD7127
// INDEX 5231
right_hand_empty	[&CHK&你必须右手持一件物品，才能给它附魔。]

// HASH_VALUE F38AE00BE34E9C7E
// INDEX 5232
room_invited_by_m	[&AROUND&$p$ 邀请你进他的房间。]

// HASH_VALUE F38AE0C4E34E9C7E
// INDEX 5233
room_invited_by_f	[&AROUND&$p$ 邀请你进她的房间。]

// HASH_VALUE 6E80C37049D71BDC
// INDEX 5234
room_you_invite	[&AROUND&你邀请 $p$ 进你的房间。]

// HASH_VALUE B2D28A829BA4CDC3
// INDEX 5235
root_faber_not_first	[&CHK&根制造颂章必须位于句式第一位！请携带所用原文上报此 bug。谢谢！]

// HASH_VALUE 2DE04B9DBEAE3D50
// INDEX 5236
rrp_bad_action	[&XP&动作因过于轻松而被忽略（相当于 $xpValue$ 经验）。]

// HASH_VALUE D48D262C45104020
// INDEX 5237
rrp_bad_skill_novice	[&XP&动作低于新手等级，被忽略。]

// HASH_VALUE D4A1B0CE45104020
// INDEX 5238
rrp_bad_skill_apprentice	[&XP&动作低于学徒等级，被忽略。]

// HASH_VALUE D459A81145104020
// INDEX 5239
rrp_bad_skill_confirmed	[&XP&动作低于资深等级，被忽略。]

// HASH_VALUE D4D6C1BF45104020
// INDEX 5240
rrp_bad_skill_advanced	[&XP&动作低于高级等级，被忽略。]

// HASH_VALUE D4636B6145104020
// INDEX 5241
rrp_bad_skill_expert	[&XP&动作低于专家等级，被忽略。]

// HASH_VALUE D4D8718B45104020
// INDEX 5242
rrp_bad_skill_master	[&XP&动作低于大师等级，被忽略。]

// HASH_VALUE C27307DB23BF132A
// INDEX 5243
rrp_bonus_novice	[&XP&你获得了 $ptsBonus$ 点新手级 RRP 奖励。]

// HASH_VALUE C27307DB23D3992A
// INDEX 5244
rrp_bonus_apprentice	[&XP&你获得了 $ptsBonus$ 点学徒级 RRP 奖励。]

// HASH_VALUE C27307DB238BA32A
// INDEX 5245
rrp_bonus_confirmed	[&XP&你获得了 $ptsBonus$ 点资深级 RRP 奖励。]

// HASH_VALUE B653070DF4C99212
// INDEX 5246
rrp_bonus_advanced	[&XP&你获得了 $ptsBonus$ 点高级 RRP 奖励。]

// HASH_VALUE C27307DB2395E42A
// INDEX 5247
rrp_bonus_expert	[&XP&你获得了 $ptsBonus$ 点专家级 RRP 奖励。]

// HASH_VALUE C27307DB230A8C2A
// INDEX 5248
rrp_bonus_master	[&XP&你获得了 $ptsBonus$ 点大师级 RRP 奖励。]

// HASH_VALUE 7E6514BA53EFCF3F
// INDEX 5249
rrp_gain_novice	[&XP&你获得 $ptsNow$ 点新手级 RRP。]

// HASH_VALUE CE7F14BA53EFCF3F
// INDEX 5250
rrp_gain_apprentice	[&XP&你获得 $ptsNow$ 点学徒级 RRP。]

// HASH_VALUE ADA314BA53EFCF3F
// INDEX 5251
rrp_gain_confirmed	[&XP&你获得 $ptsNow$ 点资深级 RRP。]

// HASH_VALUE A38E14BA53EFCF3F
// INDEX 5252
rrp_gain_advanced	[&XP&你获得 $ptsNow$ 点高级级 RRP。]

// HASH_VALUE D5A814BA53EFCF3F
// INDEX 5253
rrp_gain_expert	[&XP&你获得 $ptsNow$ 点专家级 RRP。]

// HASH_VALUE AC4B14BA53EFCF3F
// INDEX 5254
rrp_gain_master	[&XP&你获得 $ptsNow$ 点大师级 RRP。]

// HASH_VALUE 9D0E030C7A8DAB59
// INDEX 5255
rrp_gain2_novice	[&XP&你获得 $ptsNow$ 点新手级 RRP（$nbPlayers$ 名玩家，活跃 $time$ 秒）。]

// HASH_VALUE ED28030C7A8DAB59
// INDEX 5256
rrp_gain2_apprentice	[&XP&你获得 $ptsNow$ 点学徒级 RRP（$nbPlayers$ 名玩家，活跃 $time$ 秒）。]

// HASH_VALUE CC4C030C7A8DAB59
// INDEX 5257
rrp_gain2_confirmed	[&XP&你获得 $ptsNow$ 点资深级 RRP（$nbPlayers$ 名玩家，活跃 $time$ 秒）。]

// HASH_VALUE A638CB4638B4E108
// INDEX 5258
rrp_gain2_advanced	[&XP&你获得 $ptsNow$ 点高级 RRP（$nbPlayers$ 名玩家，活跃 $time$ 秒）。]

// HASH_VALUE F451030C7A8DAB59
// INDEX 5259
rrp_gain2_expert	[&XP&你获得 $ptsNow$ 点专家级 RRP（$nbPlayers$ 名玩家，活跃 $time$ 秒）。]

// HASH_VALUE CBF4030C7A8DAB59
// INDEX 5260
rrp_gain2_master	[&XP&你获得 $ptsNow$ 点大师级 RRP（$nbPlayers$ 名玩家，活跃 $time$ 秒）。]

// HASH_VALUE FB2812673ED14FB1
// INDEX 5261
rrp_generate_ignored	[&ITM&你当前无法生成环界奖励点数。]

// HASH_VALUE 5504682549347595
// INDEX 5262
rrp_generate_inventory_full	[&ITM&你的背包已满，无法再接收环界奖励。]

// HASH_VALUE 90E8AF425C258C43
// INDEX 5263
rrp_generate_lack_points_novice	[&ITM&你至少需要 $ptsRequired$ 点新手级 RRP 才配得上奖励，而你只有 $ptsHeld$ 点。]

// HASH_VALUE E002AF425C258C43
// INDEX 5264
rrp_generate_lack_points_apprentice	[&ITM&你至少需要 $ptsRequired$ 点学徒级 RRP 才配得上奖励，而你只有 $ptsHeld$ 点。]

// HASH_VALUE BF26AF425C258C43
// INDEX 5265
rrp_generate_lack_points_confirmed	[&ITM&你至少需要 $ptsRequired$ 点资深级 RRP 才配得上奖励，而你只有 $ptsHeld$ 点。]

// HASH_VALUE E72BAF425C258C43
// INDEX 5266
rrp_generate_lack_points_advanced	[&ITM&你至少需要 $ptsRequired$ 点专家级 RRP 才配得上奖励，而你只有 $ptsHeld$ 点。]

// HASH_VALUE 82F209DCE87FED52
// INDEX 5267
rrp_generate_lack_points_expert	[&ITM&你至少需要 $ptsRequired$ 点高级 RRP 才配得上奖励，而你只有 $ptsHeld$ 点。]

// HASH_VALUE BECEAF425C258C43
// INDEX 5268
rrp_generate_lack_points_master	[&ITM&你至少需要 $ptsRequired$ 点大师级 RRP 才配得上奖励，而你只有 $ptsHeld$ 点。]
